Roll No,student_name,gender,dob,class_teacher,maths,english,kiswahili,physics,chemistry,biology,geography,history,agriculture,computer,attendance (%),average,grade
2056,Thomas Smith,male,12-07-91,Ms. Johnson,86,57,93,58,65,91,51,93,69,74,5,66.54,B
2057,Amy Brooks,female,8/31/1993,Mr. Smith,72,6,97,91,58,38,5,89,36,62,90,55.46,B-
2058,Jeffrey Martin,female,8/22/1993,Mr. Smith,100,88,20,28,94,36,35,31,47,10,15,54.77,C
2059,Angela Mckee,male,08-02-93,Mr. Smith,38,77,13,89,81,88,18,12,32,67,75,51.77,C
2060,Samantha Ellis,male,11-04-97,Mr. Brown,64,49,85,80,64,28,70,60,61,75,40,56.85,B-
2061,Melissa Sharp,female,6/28/2009,Ms. Johnson,31,61,7,48,43,80,30,5,78,86,30,54,C
2062,Mary Sharp,male,3/18/2004,Ms. Johnson,29,90,52,88,50,68,67,83,66,91,20,64.69,B
2063,Mary Hoffman,female,2/24/1994,Ms. Johnson,39,21,16,3,59,64,55,58,26,92,40,48.77,C-
2064,Kevin Cook,female,1/20/1991,Mr. Brown,97,43,18,99,56,97,87,56,72,100,70,70.62,B+
2065,Karen Myers,female,11/13/2002,Mr. Brown,43,100,96,22,53,23,31,55,12,90,85,45.15,C-
2066,Douglas Morgan,female,1/23/2003,Ms. Johnson,31,10,13,71,72,57,47,81,30,13,15,46.46,C-
2067,Jermaine Sims,male,7/21/1994,Mrs. Davis,45,68,9,58,89,71,31,71,83,68,65,58.08,B-
2068,Deborah Sherman,male,12-03-90,Ms. Johnson,27,72,67,41,27,78,2,32,55,81,100,52.85,C
2069,Leonard Wood,male,12/24/2003,Ms. Johnson,13,10,36,0,36,81,6,51,100,56,5,39.77,D
2070,Victoria Ward,male,02-06-08,Mrs. Davis,24,21,53,88,97,32,71,15,38,38,50,42.31,D+
2071,Denise May,male,12-09-95,Mr. Smith,70,23,41,54,69,85,37,10,99,54,10,55,B-
2072,Denise Rojas,male,02-09-05,Mrs. Davis,2,17,66,7,40,40,29,30,65,10,70,35.08,D
2073,Kathryn Mcdonald,male,04-12-08,Mr. Brown,54,94,34,57,56,53,81,92,59,55,90,58.38,B-
2074,Lisa Bryant,male,11/18/1990,Ms. Johnson,90,73,53,53,34,29,25,70,6,93,60,53.08,C
2075,Raymond Mann,male,5/31/2009,Ms. Johnson,90,34,87,24,39,91,56,22,50,57,85,53.69,C
2076,Courtney Stark,male,07-06-92,Mr. Smith,52,34,83,61,50,34,95,3,89,27,15,48.54,C-
2077,Monica Lane,female,05-04-06,Ms. Johnson,22,42,35,45,30,89,81,51,74,9,85,54.62,C
2078,Christopher Cunningham,female,05-02-91,Mr. Smith,55,94,67,59,37,55,51,77,15,45,90,58.08,B-
2079,Kathryn Brady,male,2/25/1991,Mr. Smith,74,61,40,64,99,13,57,66,54,92,85,58.15,B-
2080,Sharon Reynolds,male,03-03-97,Mr. Smith,54,7,45,70,35,85,70,16,50,73,50,52.69,C
2081,Paul Torres,female,05-01-95,Mrs. Davis,7,100,36,82,58,56,60,93,77,91,40,61.54,B
2082,Melanie Perry,male,5/30/2008,Mrs. Davis,65,86,71,78,49,5,39,87,8,71,15,55.23,B-
2083,Dr. Katherine Garrett,female,08-04-95,Ms. Johnson,77,73,25,21,43,69,80,85,31,0,70,51.15,C
2084,Kent Mendez,female,05-01-09,Mr. Brown,28,3,49,72,38,65,6,55,79,82,20,54,C
2085,Jessica Phillips,female,10-01-02,Ms. Johnson,50,72,15,84,1,14,3,49,93,41,95,37.85,D
2086,Melvin Potter MD,male,12-06-05,Mr. Smith,54,88,84,95,87,50,45,83,24,82,45,65.46,B
2087,Jonathon Yang,female,04-07-02,Ms. Johnson,37,59,65,3,88,54,13,69,74,98,15,59.08,B-
2088,Theresa Ray,male,2/13/1999,Mr. Smith,25,46,18,51,72,42,0,54,48,99,85,47.69,C-
2089,Paige Davidson,female,09-10-10,Mr. Smith,61,91,55,17,5,89,3,18,82,34,70,43.69,D+
2090,Wayne Perez,male,8/30/2005,Mr. Smith,97,7,23,100,12,42,22,49,87,40,15,44.31,D+
2091,Paige Ramirez,male,5/17/1998,Mr. Smith,76,7,82,38,42,91,33,47,55,86,90,62,B
2092,Brian Fields,male,04-10-92,Mr. Smith,41,39,58,23,0,10,83,47,2,96,100,37.77,D
2093,Tammy Chen,male,7/20/1999,Ms. Johnson,90,72,24,75,33,73,37,5,85,30,0,51.77,C
2094,Michael Garner,male,11/20/2001,Mrs. Davis,28,87,100,51,14,87,70,40,28,47,100,53.23,C
2095,Craig Burke,male,11/19/1996,Mr. Smith,79,37,11,49,22,24,17,8,93,34,75,43.38,D+
2096,James Robertson,male,5/30/2009,Mr. Brown,26,80,82,32,86,2,4,32,60,85,20,48.69,C-
2097,Roger Sanders,male,09-12-92,Mrs. Davis,97,10,37,90,39,23,18,46,43,44,40,45.23,C-
2098,Jeffrey Allen,male,6/30/1997,Mr. Smith,95,0,13,28,85,68,46,28,49,17,35,46.85,C-
2099,Kelly Buchanan,male,10-01-09,Mrs. Davis,55,8,48,12,80,23,92,88,9,10,75,44.85,D+
2100,Julie Butler,male,10/17/2006,Mr. Smith,29,95,19,80,100,68,16,34,10,81,15,54.08,C
2101,Nathan King,male,05-11-04,Mr. Brown,56,32,3,78,31,19,15,38,73,45,75,40.08,D+
2102,Robert Stein,male,1/15/2004,Mrs. Davis,29,60,71,23,29,45,67,30,19,89,50,48.38,C-
2103,Lori Robinson,female,10/13/1990,Mrs. Davis,86,32,19,0,27,40,7,65,68,78,50,46.38,C-
2104,Peter Dunn,male,2/19/1991,Ms. Johnson,14,95,20,94,34,49,95,9,72,81,10,58.08,B-
2105,Benjamin Cunningham,male,3/30/2006,Ms. Johnson,70,99,58,20,52,5,24,74,85,84,30,56.08,B-
2106,Michaela Long,male,2/28/2004,Mrs. Davis,94,10,100,52,97,24,93,69,61,99,10,68,B
2107,James Hayes,female,09-03-98,Mr. Brown,79,70,27,63,56,58,63,34,59,29,5,51.23,C
2108,Rachel Stanley,male,09-10-91,Mr. Brown,80,8,31,85,0,43,75,73,35,78,55,56.15,B-
2109,Mitchell Stone,male,11/13/1992,Mr. Smith,74,89,18,60,23,76,59,5,39,3,95,49.23,C-
2110,Michelle Arnold,female,10-05-09,Mr. Smith,79,74,76,53,29,29,66,85,42,96,25,57,B-
2111,Kayla Hernandez,female,2/13/1990,Mrs. Davis,75,100,49,43,83,50,82,1,92,62,90,61.69,B
2112,Joyce Hill,female,02-08-02,Mrs. Davis,40,81,83,62,98,61,98,5,48,17,100,51.77,C
2113,John Osborn,male,5/21/2002,Mrs. Davis,17,18,34,92,42,75,80,34,89,82,55,62,B
2114,Michelle Lewis MD,female,4/21/1990,Mr. Brown,88,17,4,62,4,32,53,39,45,94,35,47.15,C-
2115,Sara Jackson,male,10/23/1996,Mr. Smith,5,60,44,86,95,25,47,11,81,62,0,53.62,C
2116,Martha Rivera,female,9/29/2008,Mr. Smith,0,55,91,34,7,54,50,37,43,63,90,43.54,D+
2117,Ashley Gonzalez,female,04-09-04,Mr. Smith,88,71,23,26,23,19,23,88,89,44,75,46.31,C-
2118,Douglas Robinson,male,5/16/1993,Mr. Smith,29,90,46,91,66,13,22,49,50,6,65,52.69,C
2119,Alejandro Abbott,female,11-07-91,Mrs. Davis,7,12,15,5,79,44,27,18,58,78,60,31.85,D-
2120,Cody Mclaughlin,female,10-07-93,Ms. Johnson,70,6,42,15,67,59,90,86,75,1,20,54.77,C
2121,James Valentine,male,04-02-92,Mr. Brown,8,51,54,81,32,12,34,54,100,3,90,44.38,D+
2122,Brittany Mendoza,male,04-04-06,Mr. Brown,10,11,59,74,27,35,29,11,3,78,45,44.62,D+
2123,Brian Thomas,male,11-04-05,Mr. Smith,70,49,0,1,77,65,71,33,78,55,15,53.69,C
2124,Paul Williams,female,02-06-05,Mr. Smith,56,82,50,61,89,68,6,25,72,57,95,54.46,C
2125,Miguel Allen MD,female,7/28/1999,Mr. Brown,91,42,17,9,98,55,33,83,72,29,70,50.54,C
2126,Edward Garza,male,9/20/2004,Ms. Johnson,99,65,83,56,13,30,95,95,56,78,35,69.54,B
2127,Dustin Noble,male,05-12-05,Mrs. Davis,33,19,77,49,96,75,56,12,51,7,65,54.08,C
2128,Jeffrey Wilson,female,11-01-97,Mr. Brown,32,41,27,43,74,41,0,36,68,59,90,47.23,C-
2129,Regina Davis,female,10-02-10,Mrs. Davis,10,91,84,41,75,26,54,70,13,36,20,47.46,C-
2130,Michael Hamilton,male,11/23/1997,Mrs. Davis,89,45,15,70,54,83,69,19,38,73,60,55.38,B-
2131,Fernando Scott,male,08-10-01,Mrs. Davis,42,16,18,77,75,13,72,92,65,19,30,49.31,C-
2132,Regina Young,male,2/18/2001,Mr. Smith,29,53,97,40,11,57,56,56,61,79,45,50.46,C
2133,Edward Barnes,male,10/13/1990,Mr. Brown,27,68,76,82,55,51,63,84,65,52,45,62.69,B
2134,Andrew Flores,female,3/26/1990,Ms. Johnson,100,15,79,1,57,33,40,47,40,87,65,48.08,C-
2135,Jerry Hays,male,2/19/2008,Ms. Johnson,10,61,62,16,4,70,99,36,32,16,0,39.31,D
2136,Jamie Walton,female,07-03-03,Ms. Johnson,64,42,28,15,51,93,23,86,96,53,30,48.46,C-
2137,Thomas Smith,female,8/20/1999,Mr. Smith,65,73,63,6,60,44,92,0,29,48,80,54.23,C
2138,Alexandra Marshall,male,5/18/1991,Mr. Smith,83,63,37,72,76,67,27,49,37,50,65,51.85,C
2139,Ashley Hernandez MD,female,04-12-03,Mr. Brown,30,86,78,75,70,31,41,47,82,71,35,52.15,C
2140,Ronald Castaneda,female,12-01-01,Mr. Smith,28,68,10,27,3,11,92,21,76,2,95,40.23,D+
2141,James Lara,male,4/27/2007,Mr. Smith,57,67,58,16,47,78,70,42,41,82,90,63.15,B
2142,Melissa Hunter,male,06-04-01,Mr. Brown,88,57,14,85,45,23,89,78,60,55,10,51.08,C
2143,Julie Collins,male,9/15/2004,Mrs. Davis,53,88,19,8,62,34,94,41,53,94,10,52.31,C
2144,Linda Perez,male,06-02-91,Mrs. Davis,84,47,18,0,60,35,81,22,67,31,20,39.46,D
2145,Randall Hines,female,09-09-10,Mr. Brown,87,28,91,19,78,78,46,46,36,42,15,54.08,C
2146,Jessica Freeman,female,02-10-96,Ms. Johnson,95,36,40,7,80,36,23,47,38,48,50,50.38,C
2147,Julia Ramirez,male,10/29/2009,Mr. Smith,21,67,53,38,16,96,56,89,19,80,0,55.92,B-
2148,Steven Kelly,male,4/29/2006,Mr. Brown,76,5,57,32,87,84,16,84,100,74,5,59.38,B-
2149,William Campbell,female,4/13/2002,Mrs. Davis,27,69,66,51,63,30,53,88,17,13,15,40.08,D+
2150,Jessica Woodward,male,5/31/2001,Ms. Johnson,30,52,45,35,32,43,36,4,49,21,0,31.08,D-
2151,Dana Austin,male,11/17/1994,Mr. Smith,38,52,17,64,4,54,10,39,66,75,75,47.92,C-
2152,Tamara Martinez,female,08-02-02,Ms. Johnson,77,20,68,88,32,12,59,23,22,98,25,51.38,C
2153,Lori Perez,male,8/18/2010,Mr. Smith,19,42,54,8,92,27,86,5,97,92,5,56.92,B-
2154,Christopher Ballard,male,10/28/1990,Mr. Brown,61,47,39,30,31,37,31,29,23,4,80,34.15,D-
2155,Laura Ramos,female,11-02-03,Mrs. Davis,38,38,28,26,45,80,10,19,70,96,90,39.92,D
2156,Erin Ferguson,female,9/28/1995,Ms. Johnson,13,1,33,58,79,28,92,20,98,62,50,44.92,D+
2157,Calvin Beltran,female,9/22/2001,Mrs. Davis,25,22,34,23,51,12,27,91,17,41,55,45.08,C-
2158,Rachel Hanson,female,7/23/1990,Mr. Brown,39,42,70,79,87,64,34,44,2,33,45,47.23,C-
2159,Kelly White,male,04-06-96,Mr. Smith,13,40,39,82,60,50,78,50,85,68,10,58,B-
2160,Shannon Watkins,female,11-07-97,Mr. Smith,10,28,52,3,55,25,73,32,23,63,90,41.69,D+
2161,Angela Miranda,female,5/13/2009,Ms. Johnson,97,10,15,12,39,51,53,9,25,20,70,36.31,D
2162,Michael Nolan,male,12-02-94,Ms. Johnson,67,91,7,25,56,34,69,100,21,4,45,49.54,C-
2163,Antonio Keller,female,8/30/1995,Mrs. Davis,24,4,93,1,71,84,80,57,21,35,90,50.62,C
2164,Gloria Guerra,female,07-10-03,Mrs. Davis,45,67,88,54,75,99,84,37,19,98,50,65.62,B
2165,Brianna Archer,female,4/24/1997,Mr. Brown,14,44,30,99,35,73,9,39,35,82,25,43.92,D+
2166,Taylor Harris,male,8/29/2000,Ms. Johnson,48,90,41,3,42,24,38,94,21,55,35,51.15,C
2167,Brandon Wheeler,male,10/23/1994,Ms. Johnson,51,14,45,100,48,70,56,51,33,66,50,59.15,B-
2168,Francisco West,female,06-09-08,Ms. Johnson,52,20,64,46,24,38,21,49,74,89,70,44.31,D+
2169,Victoria Martin,female,11-02-07,Mrs. Davis,41,8,77,27,94,58,91,29,66,89,80,57.77,B-
2170,Catherine Wilkinson,female,10/24/2001,Mr. Brown,44,19,27,95,57,92,26,55,58,95,25,47.62,C-
2171,Gabriel Huang,female,7/19/2000,Mr. Smith,43,29,14,80,22,82,15,57,35,48,25,44.23,D+
2172,Michael Anderson,male,6/28/1995,Mr. Brown,66,40,60,81,51,16,44,23,35,52,20,48,C-
2173,Willie Gonzalez,female,3/31/1997,Mrs. Davis,55,91,33,84,71,78,38,75,52,95,5,63.08,B
2174,Jennifer Martinez,female,9/21/2006,Mrs. Davis,93,22,30,40,61,45,50,97,71,47,75,56,B-
2175,Zachary Fisher,male,10-12-99,Ms. Johnson,27,54,71,68,19,37,14,63,29,61,60,44,D+
2176,Nancy Golden,female,11/21/2000,Ms. Johnson,27,40,94,89,53,62,62,73,8,82,45,58.08,B-
2177,Rebecca Frank,female,10/26/1992,Mr. Smith,41,12,12,58,90,7,85,9,87,19,0,47.46,C-
2178,Jeremy Smith,male,12-07-98,Ms. Johnson,5,15,56,15,90,9,4,52,94,92,45,47.38,C-
2179,John Rodriguez,female,1/14/2009,Mr. Smith,15,7,70,13,77,65,63,18,99,22,0,45.23,C-
2180,Melinda Melton,female,07-03-04,Mr. Smith,29,3,65,50,41,9,96,76,69,46,65,49,C-
2181,Elizabeth Ramos,female,11-07-00,Mrs. Davis,85,74,17,28,65,77,29,4,61,52,45,43.85,D+
2182,Ian Sandoval DDS,female,04-05-05,Mr. Brown,62,24,86,34,61,21,29,54,4,2,65,48,C-
2183,Jose Kelley,male,08-02-97,Mr. Smith,100,25,72,73,80,39,13,2,72,78,20,50.92,C
2184,Miguel Massey,female,11/25/2006,Mr. Smith,100,44,5,82,19,94,57,37,94,87,55,63.77,B
2185,Roy White,male,01-11-09,Mr. Brown,85,1,19,76,50,61,9,22,74,72,50,51,C
2186,Jesse Palmer,male,03-07-94,Mrs. Davis,90,1,29,57,87,27,44,88,26,79,60,57.62,B-
2187,Sarah Lopez,female,11/30/1999,Mrs. Davis,46,87,80,43,83,61,71,38,38,88,20,64.31,B
2188,Andrea Davis,female,11/17/1999,Ms. Johnson,28,21,67,31,21,55,77,6,23,56,60,39.62,D
2189,Stacey Cobb,female,10-01-02,Mr. Brown,35,24,64,52,44,12,12,33,68,76,10,43.38,D+
2190,Emily Flores,male,12/30/2006,Ms. Johnson,99,9,16,92,23,66,99,45,14,25,75,48.31,C-
2191,Kristen Bailey,female,6/30/1993,Mr. Brown,16,0,59,65,23,30,58,71,39,92,55,49.62,C-
2192,Paige Montoya,female,2/23/1998,Mrs. Davis,6,49,49,57,82,71,62,79,97,48,5,55.38,B-
2193,Jodi Houston,male,12/25/2004,Mr. Smith,98,43,30,40,40,4,52,0,8,92,10,48.23,C-
2194,Maria Stuart,male,10/16/2002,Mr. Smith,18,21,29,98,62,54,86,51,10,37,35,48.46,C-
2195,Richard Kelley,female,9/25/2000,Mr. Smith,100,28,55,48,98,56,23,86,48,6,60,54.46,C
2196,Katherine Jones,male,8/31/1998,Ms. Johnson,75,42,38,100,9,16,50,62,75,90,50,52.08,C
2197,Jose Shaw,male,7/20/2009,Mr. Brown,0,21,30,25,43,80,53,70,64,80,40,47.08,C-
2198,James Martinez,male,07-06-02,Mrs. Davis,82,24,18,31,71,34,91,0,0,6,20,37.38,D
2199,Peter Griffin,male,2/26/2005,Ms. Johnson,79,5,66,4,80,68,18,35,2,49,10,45.38,C-
2200,April Odonnell,female,1/13/2005,Mrs. Davis,9,65,22,79,34,89,22,8,42,8,55,41.92,D+
2201,Andrew Robinson,male,07-11-98,Mr. Brown,34,18,9,79,92,25,78,68,92,28,65,51.46,C
2202,Eric Campbell,male,6/18/1996,Mrs. Davis,59,14,4,75,10,59,16,67,54,25,60,47.85,C-
2203,Benjamin Todd,male,4/19/1990,Mr. Brown,74,66,53,91,55,75,21,19,75,12,25,56.92,B-
2204,Gabriel Martin,male,2/15/1992,Ms. Johnson,42,25,54,10,75,66,83,62,10,3,100,44.77,D+
2205,Dr. Jacob Taylor II,female,04-03-99,Mr. Brown,64,77,39,32,50,7,74,87,16,35,65,44.92,D+
2206,Johnathan Kramer,male,08-06-00,Ms. Johnson,3,63,16,18,60,67,86,27,100,67,70,43.77,D+
2207,David Wyatt,male,10-11-92,Mr. Brown,38,15,95,42,8,29,24,7,17,60,35,28.69,E
2208,Michael Holland,female,07-09-03,Ms. Johnson,73,100,26,91,4,65,26,1,87,91,80,54.38,C
2209,Mrs. Nicole Washington PhD,female,10-02-91,Mr. Brown,69,95,96,74,87,70,84,84,18,52,70,67.77,B
2210,John Edwards,female,12/15/1997,Ms. Johnson,32,13,75,66,47,99,10,76,94,7,75,50.23,C
2211,Gabriel Robbins,male,5/18/1998,Mrs. Davis,59,61,77,8,49,34,50,45,45,1,20,41.92,D+
2212,Maurice Perez,male,6/29/2001,Ms. Johnson,16,5,66,29,28,54,37,32,88,25,90,36.15,D
2213,Nathaniel Ross,female,6/25/1993,Mr. Brown,51,7,26,1,15,95,44,87,56,36,0,48.46,C-
2214,David Shaw,female,10-06-96,Mr. Brown,18,43,95,33,13,82,27,34,9,67,5,43.62,D+
2215,Julie Lopez,male,01-06-01,Mrs. Davis,73,71,50,38,67,31,92,2,13,25,25,44.31,D+
2216,Matthew Wallace,female,11/24/1996,Mr. Smith,5,60,57,37,10,48,91,14,50,81,80,49.77,C-
2217,Christina Williams,male,08-03-01,Mr. Smith,20,89,55,56,28,49,74,10,43,76,10,45,C-
2218,Joel Jones,female,07-08-04,Mr. Smith,34,64,44,8,35,61,89,91,7,76,45,48.15,C-
2219,Dana Heath,female,03-05-08,Mr. Smith,63,62,88,67,27,96,81,48,83,34,80,63.54,B
2220,Travis Cortez,male,11-09-93,Mr. Brown,3,11,17,46,88,4,96,82,35,26,65,44.23,D+
2221,Steven Moreno,male,1/30/2000,Mrs. Davis,33,81,4,14,54,32,51,12,45,51,0,40.15,D+
2222,Terry Arias,female,12/19/1991,Mr. Brown,3,12,99,53,64,38,94,38,14,13,15,46.92,C-
2223,Natasha Hudson,male,6/19/2000,Mr. Brown,2,51,1,14,24,10,79,69,60,39,50,40.23,D+
2224,Robert Jackson,male,05-12-96,Mrs. Davis,25,41,84,84,9,92,6,42,40,100,50,48.38,C-
2225,Deborah Gibson,female,11/14/1998,Mrs. Davis,9,91,48,100,33,71,80,43,95,58,55,62.69,B
2226,Michael Lee,female,4/26/1997,Mrs. Davis,100,74,62,61,21,58,16,6,5,40,50,42,D+
2227,Yolanda Ellison,male,1/30/1990,Mr. Smith,86,5,10,15,63,54,83,51,72,89,45,55.15,B-
2228,Carl Miller,male,7/21/1994,Mr. Brown,36,13,56,100,81,28,67,33,32,95,80,52.15,C
2229,Luis Perez,male,2/14/1997,Ms. Johnson,56,11,67,17,10,6,23,79,82,63,35,46.46,C-
2230,Troy Nolan,male,10/17/2000,Mrs. Davis,51,89,5,33,41,5,41,8,95,45,95,42.15,D+
2231,Christine Hicks,female,12/28/2006,Mrs. Davis,42,19,40,3,88,38,81,20,18,53,60,41.15,D+
2232,Colleen Morris,female,11/25/1992,Ms. Johnson,93,56,75,71,50,28,57,70,16,24,0,58.92,B-
2233,Cheyenne Davis,female,3/14/1996,Mrs. Davis,13,33,63,38,69,3,24,11,27,38,10,40.31,D+
2234,Albert Powell,female,8/29/2008,Ms. Johnson,38,69,60,3,93,56,79,43,2,11,5,53,C
2235,Cassandra Burns,female,09-06-03,Mr. Smith,19,89,30,59,8,60,65,73,58,55,55,48,C-
2236,Edward Moore,female,12/26/2005,Mrs. Davis,89,56,38,69,60,55,20,90,38,72,60,52.92,C
2237,Michael King,female,07-07-05,Mrs. Davis,14,27,93,42,97,10,25,72,3,6,40,38.31,D
2238,Misty Arnold,male,02-07-04,Mr. Brown,15,18,85,3,10,62,63,18,99,71,60,45.77,C-
2239,Andrew Perez,female,03-05-10,Mr. Smith,71,36,74,29,18,50,72,29,65,17,30,43.54,D+
2240,Ashley Cannon,male,10-06-94,Mr. Smith,6,78,2,56,64,77,4,10,0,77,10,39.92,D
2241,Karen Curtis,male,03-04-92,Mr. Brown,91,22,63,86,10,78,100,69,33,28,90,55.15,B-
2242,Casey Olson,female,12-10-08,Mr. Smith,32,46,71,84,71,9,61,56,74,38,30,47.85,C-
2243,Mary Blackwell,male,3/26/2010,Mrs. Davis,95,48,6,3,65,30,16,90,7,95,40,39.85,D
2244,Anthony Bailey,female,12-08-95,Mrs. Davis,34,94,93,28,0,87,3,11,47,62,35,46.23,C-
2245,Rebecca Thomas,male,07-10-06,Ms. Johnson,46,81,72,12,26,94,12,89,82,20,25,54.23,C
2246,Sean Rodgers,female,1/18/2010,Mr. Brown,79,32,71,8,54,9,40,6,75,60,25,44.38,D+
2247,Anthony Davis,female,09-06-09,Mr. Smith,17,91,0,64,80,51,10,21,97,71,5,58.38,B-
2248,Rebecca Robles,male,09-01-96,Ms. Johnson,37,50,22,85,93,48,45,76,94,0,55,56.69,B-
2249,Meredith Mcgrath,female,01-10-05,Mr. Smith,93,33,37,7,37,5,1,56,95,13,80,39.69,D
2250,Michael Lee,female,12-06-03,Mrs. Davis,10,9,30,24,80,78,21,30,12,68,25,37.08,D
2251,Robert Weaver,female,01-08-08,Mr. Smith,93,59,15,81,72,92,3,13,9,46,90,47.23,C-
2252,Scott Vaughn,female,4/16/1993,Mr. Brown,12,32,68,29,5,3,58,24,57,40,70,38.46,D
2253,Ashley Navarro,female,09-03-94,Mrs. Davis,25,71,43,22,100,38,94,77,57,28,80,57.08,B-
2254,Alicia Johnson,female,08-09-07,Mr. Brown,72,95,58,70,96,24,87,69,7,7,100,58.46,B-
2255,Daniel Johnson,female,10/14/2007,Mr. Smith,73,42,36,18,3,89,49,86,47,14,85,40,D+
2256,Richard Hensley,female,10/25/1999,Mr. Brown,34,73,68,56,43,61,89,73,76,96,45,61.69,B
2257,Sean Barnes,male,2/28/2010,Mr. Smith,69,81,12,28,10,59,52,84,31,63,0,47.69,C-
2258,Carrie Arias,female,09-09-99,Ms. Johnson,11,7,28,63,5,12,96,55,42,81,95,47.46,C-
2259,Billy Haas,female,07-12-93,Mr. Brown,74,2,35,80,83,93,68,28,21,55,45,54,C
2260,Victoria Nelson,male,12/28/1993,Mrs. Davis,13,22,90,99,61,38,70,23,43,97,40,58.54,B-
2261,Mitchell Hall,female,10/23/2009,Ms. Johnson,37,98,60,68,99,57,87,20,33,78,40,52.69,C
2262,David Gould,female,3/23/1994,Mrs. Davis,85,1,66,1,12,0,52,73,12,96,20,42.31,D+
2263,Dennis Rios,male,1/29/1998,Ms. Johnson,57,27,61,54,86,7,86,58,84,80,50,60,B
2264,James Jenkins,female,7/17/2000,Mr. Brown,71,82,96,27,37,13,22,2,5,27,45,35.15,D
2265,Benjamin Moore,male,1/17/2005,Mr. Smith,20,92,58,52,1,98,32,24,77,39,100,48.38,C-
2266,Victoria Martinez,male,11/18/1993,Mrs. Davis,33,88,8,64,67,98,73,33,65,69,85,56.92,B-
2267,Emily Oconnor,male,10/28/2001,Mrs. Davis,96,65,74,79,14,92,61,36,53,71,90,64.38,B
2268,Casey Allen,female,11-01-92,Mrs. Davis,51,33,53,45,5,78,31,84,2,9,0,41.08,D+
2269,Scott Cochran,female,10/21/2007,Mr. Brown,37,85,64,53,79,33,24,89,72,49,60,51.77,C
2270,Lisa Lopez,female,03-05-06,Mr. Smith,4,92,58,73,73,29,82,89,16,36,100,46.77,C-
2271,Leslie Stevens,male,6/20/1997,Mr. Brown,87,30,51,81,39,28,84,78,20,35,0,52.85,C
2272,Christine Jackson,male,2/18/1994,Mr. Brown,24,97,32,46,84,4,38,90,88,82,55,58.08,B-
2273,Brenda Lee,female,3/20/2005,Mrs. Davis,43,84,4,81,31,14,53,47,28,42,35,43,D+
2274,Gail Anderson,male,6/30/1994,Mr. Smith,42,41,76,97,10,74,40,73,76,99,95,55.77,B-
2275,Martin Meyer,female,03-10-06,Mrs. Davis,22,76,57,29,88,86,33,24,51,74,95,53.38,C
2276,Phillip Pruitt,male,01-10-01,Mr. Brown,9,51,60,22,86,85,99,10,68,1,50,49.15,C-
2277,Adam Cox,male,04-12-95,Mr. Smith,37,73,28,58,99,52,0,65,67,86,30,49,C-
2278,Robert Velez,female,06-07-90,Mr. Smith,29,4,43,19,3,56,66,93,70,1,25,38.15,D
2279,Suzanne Lowe,female,11/16/2000,Mr. Smith,24,20,34,33,77,27,5,74,67,65,100,53.92,C
2280,Michael Alvarez,female,03-11-04,Ms. Johnson,81,39,90,36,13,7,100,100,72,17,85,52.77,C
2281,Olivia Rodriguez,male,12-12-08,Mrs. Davis,1,95,97,99,29,52,100,7,67,46,25,63.85,B
2282,Mr. Eric Elliott,male,4/21/2009,Ms. Johnson,35,92,96,84,51,37,36,4,21,98,85,54.92,C
2283,Marcus Nelson,female,8/14/1992,Mr. Brown,31,18,39,46,38,79,51,26,5,81,0,45,C-
2284,Troy Smith,male,6/19/1997,Ms. Johnson,37,41,60,50,54,39,15,51,94,87,35,50.85,C
2285,Timothy Sanchez,male,1/22/2003,Mr. Brown,99,1,9,42,19,89,40,44,7,89,5,42.54,D+
2286,Cathy Kidd,male,2/17/1990,Mrs. Davis,23,96,8,32,4,11,33,53,22,3,20,24.85,E
2287,Danny Cline,male,2/17/2010,Mr. Smith,71,12,75,35,13,3,94,27,54,85,20,51,C
2288,Joel Mitchell,male,8/21/1990,Mrs. Davis,42,25,36,65,5,24,43,5,86,36,5,43.08,D+
2289,Vanessa Andrews,male,1/21/2009,Mrs. Davis,70,90,86,54,41,25,1,93,89,5,60,54.23,C
2290,Linda Smith,male,11/13/1996,Mrs. Davis,24,7,70,39,87,99,50,81,38,71,15,52.23,C
2291,Catherine Reynolds,female,3/22/2008,Ms. Johnson,19,82,31,21,52,16,98,59,49,68,45,47.85,C-
2292,Amy Hill,female,1/23/1994,Mr. Brown,61,0,65,31,67,41,94,71,71,10,65,57.54,B-
2293,Tammie Bean,female,09-12-05,Mr. Brown,88,43,23,11,56,89,88,46,72,73,75,54.77,C
2294,Erica Mckenzie,male,10-01-96,Ms. Johnson,75,53,59,44,9,82,54,4,53,90,65,50.08,C
2295,James Roman,female,05-04-93,Ms. Johnson,8,60,42,29,92,54,46,26,54,14,5,42,D+
2296,Joshua Frederick,male,6/22/2000,Mr. Smith,26,86,64,89,98,85,31,64,87,27,75,59.62,B-
2297,Judy Hall,female,4/20/2008,Mrs. Davis,27,42,51,68,57,14,17,52,53,85,90,44.54,D+
2298,Caitlin Scott DVM,male,6/21/2008,Mr. Brown,47,87,34,19,59,92,91,100,64,21,85,62.69,B
2299,Jennifer Key,female,10-11-10,Mrs. Davis,98,88,97,56,64,59,96,87,60,60,65,64.08,B
2300,Makayla Bell,female,3/24/1992,Mr. Brown,71,49,89,11,4,23,50,52,20,5,70,34.38,D-
